user_id;trajets;billettique_type;billettique_end_date;billettique_tickets_left;centres d'intérêts;lieux favoris;km de marche dans les 90 derniers jours;PMR;intérêt événements
94;[['Hôtel de Ville', 'Trocadéro', 'Bus 72', '11:30'], ['Nation', 'Anvers', 'Métro 2', '12:30']];Navigo Mois;2024-12-01;;['Musique', 'Cinéma'];[[48.847931812617965, 2.328795877926939], [48.89554065919069, 2.387750880107639]];147.25710241219338;False;4
95;"[[""Gare de l'Est"", 'Opéra', 'Métro 7', '22:30'], [""Gare de l'Est"", 'La Courneuve', 'Métro 7', '16:00']]";Navigo Mois;2024-12-01;;['Sport', 'Voyages'];[[48.87641754667705, 2.25162925335644], [48.87330522553891, 2.4038396794882195]];137.5658957113096;False;2
96;[['Gare du Nord', 'Châtelet', 'RER B', '7:30'], ['Saint-Lazare', 'Gambetta', 'Métro 3', '9:00']];Navigo Mois;2024-12-01;;['Musique', 'Jeux vidéo'];[[48.812828498707866, 2.3100146087122675], [48.885495876479446, 2.3387862452354344]];62.62941410727654;False;4
97;[['Invalides', 'Créteil', 'Métro 8', '11:30'], ['Bobigny', 'Gare du Nord', 'Métro 5', '10:30']];Navigo Semaine;2024-11-25;;['Cinéma', 'Lecture'];[[48.82940383295931, 2.3387067342459145], [48.84786818365709, 2.390549221767121]];118.88967134561481;False;5
98;[['Invalides', 'Balard', 'Métro 8', '10:30'], ['Opéra', 'Bastille', 'Métro 8', '11:00']];Ticket t+;;0.0;['Cinéma', 'Sport'];[[48.89149286110221, 2.341930774463667], [48.87511212900881, 2.269198432640226]];82.9593356830774;False;5
99;[['Charles de Gaulle - Étoile', 'Nation', 'Métro 6', '14:00'], ['Nation', 'Bastille', 'Métro 1', '6:00']];Navigo Mois;2024-12-01;;['Voyages', 'Art et artisanat'];[[48.8602396002751, 2.418720755628794], [48.86048135929192, 2.392216384926664]];19.0755148707983;False;5
100;"[[""Musée d'Orsay"", 'Versailles', 'RER C', '16:30'], ['Marne-la-Vallée', 'Nation', 'RER A', '20:30']]";Ticket t+;;0.0;['Cuisine', 'Voyages'];[[48.890784920380135, 2.4011696472244988], [48.838554611467785, 2.3690381890266567]];5.0;False;5
101;"[['Gare du Nord', 'Bobigny', 'Métro 5', '20:00'], ['Gare du Nord', ""Porte d'Orléans"", 'Bus 38', '19:00']]";Navigo Semaine;2024-11-25;;['Voyages', 'Art et artisanat'];[[48.85571585035454, 2.319047282954597], [48.85144301054604, 2.3006104153279363]];82.44596094974553;False;1
102;[['Nation', 'La Défense', 'RER A', '5:30'], ['Opéra', 'Villejuif', 'Métro 7', '11:00']];Navigo Mois;2024-12-01;;['Voyages', 'Sport'];[[48.81840878521908, 2.361492286659158], [48.842923481181344, 2.2710406268330914]];85.77022090343337;False;1
103;[['Porte Dauphine', 'Anvers', 'Métro 2', '16:30'], ['Champs-Elysées', 'Nation', 'Métro 1', '18:30']];Navigo Mois;2024-12-01;;['Sport', 'Voyages'];[[48.81929870889414, 2.325980876708436], [48.85043095381753, 2.3496499737057586]];81.65837114567111;False;2
104;[['La Défense', 'Charles de Gaulle - Étoile', 'RER A', '17:00'], ['Trocadéro', 'Charles de Gaulle - Étoile', 'Métro 6', '22:30']];Navigo Mois;2024-12-01;;['Voyages', 'Lecture'];[[48.824969823089994, 2.4023011945963217], [48.84829184679964, 2.376837772415768]];56.830070645118305;False;3
105;[['Parc de Saint-Cloud', 'Trocadéro', 'Bus 72', '8:30'], ['La Défense', 'Châtelet', 'RER A', '22:30']];Navigo Semaine;2024-11-25;;['Cinéma', 'Sport'];[[48.867374109506365, 2.3196297335415723], [48.88401100674741, 2.4031711379815577]];30.577134478151248;False;2
106;"[[""Place d'Italie"", 'Bobigny', 'Métro 5', '16:30'], ['La Défense', 'Nation', 'Métro 1', '10:00']]";Ticket t+;;2.0;['Cuisine', 'Voyages'];[[48.870712426889675, 2.270510755501498], [48.83582890140355, 2.3965920139591645]];111.42493834445025;False;4
107;"[[""Chaussée d'Antin"", 'Trocadéro', 'Métro 9', '17:00'], ['Villejuif', ""Place d'Italie"", 'Métro 7', '18:00']]";Navigo Mois;2024-12-01;;['Voyages', 'Sport'];[[48.87454901499521, 2.3186283628968236], [48.847801189270236, 2.356433302877727]];87.12308754801627;False;1
108;"[['Odéon', ""Gare d'Austerlitz"", 'Métro 10', '12:00'], ['Créteil', 'Balard', 'Métro 8', '13:30']]";Ticket t+;;0.0;['Jeux vidéo', 'Voyages'];[[48.837423453765744, 2.4108783048788736], [48.876991442269286, 2.38045705651964]];91.41266740398136;False;5
109;[['Luxembourg', 'Gare du Nord', 'Bus 38', '20:30'], ['Balard', 'Opéra', 'Métro 8', '17:30']];Navigo Semaine;2024-11-25;;['Cinéma', 'Cuisine'];[[48.85886987282723, 2.3351796191523873], [48.8321162180623, 2.3359663591867514]];56.112478861423426;False;5
110;[['Gare du Nord', 'Bastille', 'Métro 5', '21:00'], ['Gare du Nord', 'Luxembourg', 'Bus 38', '7:00']];Ticket t+;;1.0;['Cuisine', 'Voyages'];[[48.819983318473945, 2.3730397231985263], [48.839372432157376, 2.2840822960486302]];123.19220761870604;False;3
111;[['La Défense', 'Châtelet', 'RER A', '11:00'], ['Bobigny', 'République', 'Métro 5', '21:00']];Navigo Semaine;2024-11-25;;['Cuisine', 'Voyages'];[[48.83430692637089, 2.253584758472549], [48.82938346861009, 2.3722582836988226]];127.42497171993591;False;2
112;"[['La Défense', 'Nation', 'Métro 1', '19:30'], [""Gare d'Austerlitz"", 'La Motte-Picquet', 'Métro 10', '9:00']]";Navigo Mois;2024-12-01;;['Technologie et gadgets', 'Lecture'];[[48.840784682828236, 2.341140427716778], [48.83722359364553, 2.306833265117975]];79.1746168789353;False;2
113;[['Gare du Nord', 'Luxembourg', 'Bus 38', '21:00'], ['Créteil', 'Invalides', 'Métro 8', '22:00']];Ticket t+;;0.0;['Musique', 'Cuisine'];[[48.83317492474229, 2.2826315336048726], [48.83017656825109, 2.353681154969019]];36.43015771410727;False;1
114;[['Bobigny', 'Bastille', 'Métro 5', '12:30'], ['Anvers', 'Nation', 'Métro 2', '21:30']];Navigo Mois;2024-12-01;;['Voyages', 'Jeux vidéo'];[[48.884387924741276, 2.358626473424808], [48.83969442110693, 2.298201584964235]];29.10357162580949;False;4
115;"[['République', 'Mairie de Montreuil', 'Métro 9', '22:00'], ['Châtelet', ""Porte d'Orléans"", 'Bus 38', '22:00']]";Navigo Semaine;2024-11-25;;['Lecture', 'Musique'];[[48.82534959325993, 2.3627903981173044], [48.86620002672249, 2.302411279985389]];40.95383442674571;False;5
116;"[['Gare du Nord', 'Bastille', 'Métro 5', '10:00'], [""Place d'Italie"", 'République', 'Métro 5', '21:30']]";Navigo Semaine;2024-11-25;;['Cinéma', 'Sport'];[[48.85575622634944, 2.316527799260611], [48.88073981731155, 2.3264772045735724]];79.5824521237197;False;5
117;[['Marne-la-Vallée', 'La Défense', 'RER A', '20:00'], ['Luxembourg', 'Châtelet', 'Bus 38', '14:30']];Navigo Mois;2024-12-01;;['Jeux vidéo', 'Randonnée et nature'];[[48.884164557515554, 2.263536900474128], [48.85187747614313, 2.4024413098925725]];59.52938810512809;False;1
118;[['La Défense', 'Nation', 'RER A', '9:30'], ['Parc de Saint-Cloud', 'Hôtel de Ville', 'Bus 72', '16:30']];Navigo Semaine;2024-11-25;;['Jeux vidéo', 'Sport'];[[48.88967735306089, 2.325859423230003], [48.87617901874927, 2.292856273693331]];32.57575284204764;False;3
119;[['Porte de Clignancourt', 'Montparnasse', 'Métro 4', '21:00'], ['Mairie de Montrouge', 'Barbès', 'Métro 4', '9:00']];Navigo Semaine;2024-11-25;;['Voyages', 'Lecture'];[[48.84142316774787, 2.403770542642648], [48.85782592050095, 2.3945616678672694]];33.17291356458358;False;3
120;"[['Saint-Lazare', 'Opéra', 'Métro 3', '19:30'], ['Villejuif', ""Gare de l'Est"", 'Métro 7', '15:00']]";Navigo Semaine;2024-11-25;;['Cinéma', 'Musique'];[[48.88359790905101, 2.2837754263038326], [48.846623205501814, 2.2972374852523054]];21.527956216834863;False;5
121;[['Anvers', 'Porte Dauphine', 'Métro 2', '15:30'], ['Trocadéro', 'Charles de Gaulle - Étoile', 'Métro 6', '9:00']];Ticket t+;;3.0;['Cuisine', 'Randonnée et nature'];[[48.871665656514615, 2.3628472262016382], [48.876348145257154, 2.3720898461729845]];139.74048052701878;False;3
122;[['Anvers', 'Nation', 'Métro 2', '17:00'], ['Hôtel de Ville', 'Trocadéro', 'Bus 72', '11:30']];Ticket t+;;1.0;['Cuisine', 'Musique'];[[48.88178921459276, 2.3107382866141752], [48.895180366431966, 2.3383211772417414]];8.13773789101402;False;5
123;[['Trocadéro', 'Parc de Saint-Cloud', 'Bus 72', '8:00'], ['Trocadéro', 'Parc de Saint-Cloud', 'Bus 72', '11:00']];Navigo Mois;2024-12-01;;['Technologie et gadgets', 'Musique'];[[48.857641771257065, 2.308272987206138], [48.87201889732954, 2.3867301335087334]];72.92230731007297;False;1
124;[['Châtelet', 'Porte de Clignancourt', 'Métro 4', '11:00'], ['Saint-Lazare', 'Pont de Levallois', 'Métro 3', '13:30']];Navigo Semaine;2024-11-25;;['Lecture', 'Sport'];[[48.84787439621007, 2.410157073423093], [48.89527074338835, 2.3276905439201863]];104.67763829311218;False;3
125;[['Nation', 'Charles de Gaulle - Étoile', 'RER A', '13:00'], ['Châtelet', 'Robinson', 'RER B', '14:30']];Navigo Mois;2024-12-01;;['Randonnée et nature', 'Musique'];[[48.838215574935376, 2.318384438109194], [48.8104542850523, 2.3320782458144658]];5.0;False;3
126;"[['Versailles', ""Musée d'Orsay"", 'RER C', '21:00'], ['Saint-Lazare', 'Opéra', 'Métro 3', '13:30']]";Navigo Mois;2024-12-01;;['Lecture', 'Art et artisanat'];[[48.87838410705885, 2.2698388376919527], [48.885152645113806, 2.3700996528017173]];49.37190875272864;True;2
127;"[[""Place d'Italie"", 'Villejuif', 'Métro 7', '17:30'], ['Odéon', ""Gare d'Austerlitz"", 'Métro 10', '20:00']]";Ticket t+;;2.0;['Randonnée et nature', 'Jeux vidéo'];[[48.81582332593328, 2.3534051077663993], [48.88213357302362, 2.3928289889799688]];98.47542352857306;False;5
128;[['La Défense', 'Bastille', 'Métro 1', '14:00'], ['Parc de Saint-Cloud', 'Hôtel de Ville', 'Bus 72', '13:00']];Ticket t+;;2.0;['Cuisine', 'Lecture'];[[48.8890547047187, 2.328427588056572], [48.862026353787215, 2.3018449353265575]];108.94511052318218;False;4
129;[['Anvers', 'Nation', 'Métro 2', '6:30'], ['La Défense', 'Concorde', 'Métro 1', '5:00']];Ticket t+;;0.0;['Sport', 'Voyages'];[[48.889440247230226, 2.2631351062936567], [48.88360500114867, 2.3806541019960052]];119.8912259598246;False;1
130;[['Gare du Nord', 'Châtelet', 'Bus 38', '15:30'], ['Gare du Nord', 'Châtelet', 'Bus 38', '20:00']];Ticket t+;;2.0;['Voyages', 'Sport'];[[48.87205810329855, 2.403259525963883], [48.816991037890496, 2.4144782134584437]];33.50493645985772;False;5
131;[['La Courneuve', 'Opéra', 'Métro 7', '6:30'], ['Opéra', 'Créteil', 'Métro 8', '9:00']];Ticket t+;;0.0;['Musique', 'Cuisine'];[[48.880629480575756, 2.418745183559692], [48.86877840384423, 2.3591808266483567]];109.99737609458796;False;3
132;[['Gare du Nord', 'Bastille', 'Métro 5', '10:30'], ['Montparnasse', 'Nation', 'Métro 6', '12:30']];Navigo Mois;2024-12-01;;['Voyages', 'Lecture'];[[48.897870910108956, 2.340161509154078], [48.82644564250876, 2.307346250890358]];121.69310937539005;False;5
133;[['Balard', 'Bastille', 'Métro 8', '7:30'], ['La Défense', 'Châtelet', 'RER A', '16:00']];Ticket t+;;1.0;['Musique', 'Sport'];[[48.89914027627083, 2.3970595868882376], [48.86825821099962, 2.2639600726341667]];15.987430514624188;False;2
134;[['Pont de Levallois', 'Gambetta', 'Métro 3', '15:00'], ['Gare du Nord', 'Bobigny', 'Métro 5', '7:30']];Ticket t+;;1.0;['Sport', 'Cinéma'];[[48.841908147218476, 2.3699484540337137], [48.83554114681714, 2.4153168582715394]];67.86997004076977;False;3
135;"[['Luxembourg', ""Porte d'Orléans"", 'Bus 38', '8:00'], ['Châtelet', 'Gare du Nord', 'RER B', '17:30']]";Ticket t+;;1.0;['Musique', 'Voyages'];[[48.86980918461108, 2.2700038648101013], [48.873013725962515, 2.3499617831099338]];45.11119834637908;False;5
136;[['Champs-Elysées', 'Bastille', 'Métro 1', '10:00'], ['Champs-Elysées', 'Nation', 'Métro 1', '10:00']];Navigo Mois;2024-12-01;;['Voyages', 'Sport'];[[48.875017043854385, 2.377359643114947], [48.843819516413525, 2.2997679591805498]];90.46596313851843;False;5
137;[['La Défense', 'Champs-Elysées', 'Métro 1', '19:00'], ['Trocadéro', 'Montparnasse', 'Métro 6', '22:30']];Navigo Semaine;2024-11-25;;['Art et artisanat', 'Musique'];[[48.86781450796877, 2.2604025641172782], [48.886079712378496, 2.364170345237866]];22.009368742416324;False;1
138;[['Villejuif', 'Opéra', 'Métro 7', '11:00'], ['Gare du Nord', 'Aéroport CDG', 'RER B', '10:00']];Navigo Semaine;2024-11-25;;['Cinéma', 'Voyages'];[[48.87644914865625, 2.3010048666587477], [48.88129320863559, 2.3435864961390243]];9.780622733608453;False;4
139;[['Robinson', 'Denfert-Rochereau', 'RER B', '12:30'], ['Montparnasse', 'Trocadéro', 'Métro 6', '22:00']];Navigo Semaine;2024-11-25;;['Lecture', 'Sport'];[[48.84496103750659, 2.3878856060418623], [48.85640302222467, 2.2959065717815537]];104.34928048806621;False;3
140;[['Montparnasse', 'Trocadéro', 'Métro 6', '16:30'], ['Mairie de Montrouge', 'Porte de Clignancourt', 'Métro 4', '8:00']];Navigo Mois;2024-12-01;;['Sport', 'Musique'];[[48.81156694975818, 2.297435311727173], [48.89457963538996, 2.283954229290508]];112.17837996454608;False;2
141;"[['Châtelet', 'Luxembourg', 'Bus 38', '6:00'], ['La Motte-Picquet', ""Gare d'Austerlitz"", 'Métro 10', '15:00']]";Navigo Semaine;2024-11-25;;['Cuisine', 'Musique'];[[48.85588089320098, 2.300828367344407], [48.886611250033276, 2.3526874037463448]];106.22784852233663;False;3
142;"[['Versailles', ""Musée d'Orsay"", 'RER C', '20:00'], ['Châtelet', 'La Défense', 'RER A', '13:30']]";Navigo Semaine;2024-11-25;;['Cinéma', 'Voyages'];[[48.84217448814814, 2.3234205199973776], [48.875512373978864, 2.401708346962288]];74.81725893943593;False;2
143;[['Charles de Gaulle - Étoile', 'Trocadéro', 'Métro 6', '7:30'], ['Mairie de Montreuil', 'Trocadéro', 'Métro 9', '7:00']];Ticket t+;;0.0;['Voyages', 'Cuisine'];[[48.8656755311367, 2.321826730221816], [48.8905579114099, 2.3007166206884793]];87.96648308547896;False;5
144;[['Robinson', 'Denfert-Rochereau', 'RER B', '9:30'], ['République', 'Trocadéro', 'Métro 9', '17:00']];Ticket t+;;4.0;['Cinéma', 'Musique'];[[48.824542794243015, 2.2620645667456536], [48.84215245002939, 2.3008502907116575]];43.45322154555197;False;3
145;"[['Luxembourg', ""Porte d'Orléans"", 'Bus 38', '21:30'], ['République', 'Saint-Lazare', 'Métro 3', '6:30']]";Navigo Semaine;2024-11-25;;['Musique', 'Randonnée et nature'];[[48.86669819695091, 2.2883783792158856], [48.815643606608326, 2.377565239646372]];10.891073290311944;False;5
146;"[['Trocadéro', ""Chaussée d'Antin"", 'Métro 9', '16:30'], ['Châtelet', 'Luxembourg', 'Bus 38', '9:00']]";Ticket t+;;1.0;['Sport', 'Cinéma'];[[48.89359899989526, 2.2545418207603936], [48.81869735629998, 2.308635026199607]];114.4959076491246;False;4
147;[['République', 'Saint-Lazare', 'Métro 3', '20:00'], ['Châtelet', 'Denfert-Rochereau', 'RER B', '8:00']];Navigo Semaine;2024-11-25;;['Voyages', 'Cinéma'];[[48.86337022485948, 2.3017397527172565], [48.83297854896969, 2.2673311997746595]];43.2973969829888;False;1
148;"[['Nation', 'Charles de Gaulle - Étoile', 'Métro 2', '10:30'], [""Gare de l'Est"", 'Villejuif', 'Métro 7', '20:30']]";Navigo Semaine;2024-11-25;;['Sport', 'Voyages'];[[48.84055315870191, 2.3867191060662463], [48.88169535334272, 2.376552933523906]];137.17268466710192;False;1
149;[['Porte de Clignancourt', 'Châtelet', 'Métro 4', '10:00'], ['Nation', 'Trocadéro', 'Métro 6', '14:00']];Navigo Semaine;2024-11-25;;['Lecture', 'Cuisine'];[[48.87927539905913, 2.4139455599296165], [48.89106841020856, 2.297741743950786]];19.068351112719796;False;2
150;"[[""Gare d'Austerlitz"", 'Boulogne', 'Métro 10', '6:00'], ['Anvers', 'Charles de Gaulle - Étoile', 'Métro 2', '19:30']]";Navigo Mois;2024-12-01;;['Sport', 'Art et artisanat'];[[48.82623617424386, 2.3176022182785734], [48.88173918534766, 2.3662776400557015]];108.67074789195185;False;2
151;[['Nation', 'Anvers', 'Métro 2', '12:30'], ['Bastille', 'République', 'Métro 5', '8:30']];Navigo Semaine;2024-11-25;;['Sport', 'Cuisine'];[[48.86534969811385, 2.2506783772798005], [48.882915276475764, 2.259662621656415]];44.84790485383462;False;2
152;"[['Villejuif', ""Gare de l'Est"", 'Métro 7', '21:00'], ['Opéra', 'Gambetta', 'Métro 3', '18:00']]";Navigo Semaine;2024-11-25;;['Cuisine', 'Lecture'];[[48.8970996285253, 2.3696779760469733], [48.832455916120686, 2.2619674949158846]];86.86451443040932;False;1
153;"[['Trocadéro', 'Charles de Gaulle - Étoile', 'Métro 6', '22:30'], ['Invalides', ""Gare d'Austerlitz"", 'RER C', '6:00']]";Navigo Semaine;2024-11-25;;['Sport', 'Musique'];[[48.849344307801466, 2.2830132361868363], [48.84468666494198, 2.3290231255976708]];52.94465944724844;False;5
154;[['Nation', 'Charles de Gaulle - Étoile', 'RER A', '14:00'], ['Opéra', 'Saint-Lazare', 'Métro 3', '22:30']];Ticket t+;;4.0;['Sport', 'Voyages'];[[48.86331123399808, 2.2875865878776453], [48.85951889158446, 2.2736800935950625]];8.213762228113254;False;5
155;[['Marne-la-Vallée', 'Châtelet', 'RER A', '15:00'], ['Montparnasse', 'Trocadéro', 'Métro 6', '9:30']];Navigo Semaine;2024-11-25;;['Art et artisanat', 'Cinéma'];[[48.86451301040117, 2.262920168770827], [48.847282688820286, 2.2863812909824457]];67.58501034085417;False;1
156;[['Robinson', 'Aéroport CDG', 'RER B', '13:00'], ['Gare du Nord', 'Bastille', 'Métro 5', '10:30']];Navigo Semaine;2024-11-25;;['Voyages', 'Lecture'];[[48.810170021784494, 2.289934204512693], [48.86809916128932, 2.3455286782154103]];94.92566452278564;False;5
157;"[['Charles de Gaulle - Étoile', 'Nation', 'Métro 6', '9:30'], ['Odéon', ""Gare d'Austerlitz"", 'Métro 10', '10:30']]";Navigo Semaine;2024-11-25;;['Musique', 'Lecture'];[[48.89480140392649, 2.3052835901852564], [48.83448025446223, 2.332512727026815]];133.69199388878403;False;2
158;[['Hôtel de Ville', 'Parc de Saint-Cloud', 'Bus 72', '20:00'], ['Nation', 'Marne-la-Vallée', 'RER A', '20:00']];Navigo Mois;2024-12-01;;['Voyages', 'Sport'];[[48.86560797810668, 2.2821031925237847], [48.850415161471496, 2.314198378055787]];128.3724439158126;False;3
159;[['Charles de Gaulle - Étoile', 'Nation', 'Métro 2', '8:30'], ['Bastille', 'Bobigny', 'Métro 5', '6:00']];Navigo Mois;2024-12-01;;['Musique', 'Art et artisanat'];[[48.845229057835624, 2.3695664606261033], [48.81038335021949, 2.4074172148668445]];23.37259288723843;False;4
160;"[[""Musée d'Orsay"", 'Versailles', 'RER C', '8:00'], ['Porte de Clignancourt', 'Mairie de Montrouge', 'Métro 4', '18:30']]";Ticket t+;;1.0;['Lecture', 'Voyages'];[[48.81157704973026, 2.331773758238805], [48.812662083320305, 2.4078722394725802]];122.21683704620837;True;2
161;[['Balard', 'Créteil', 'Métro 8', '16:30'], ['Mairie de Montreuil', 'Trocadéro', 'Métro 9', '18:30']];Ticket t+;;2.0;['Voyages', 'Cinéma'];[[48.814505615036225, 2.4049660632625827], [48.85598218716326, 2.2712059641744875]];67.55408844452955;False;5
162;"[[""Gare de l'Est"", 'La Courneuve', 'Métro 7', '6:30'], ['Marne-la-Vallée', 'Charles de Gaulle - Étoile', 'RER A', '13:00']]";Navigo Mois;2024-12-01;;['Cinéma', 'Lecture'];[[48.89233126616834, 2.418421350378835], [48.88805429902809, 2.251487940359369]];116.19943199944927;False;4
163;[['La Défense', 'Charles de Gaulle - Étoile', 'RER A', '12:30'], ['Montparnasse', 'Nation', 'Métro 6', '19:30']];Navigo Mois;2024-12-01;;['Musique', 'Voyages'];[[48.81680366255611, 2.250971396819749], [48.877689970929175, 2.3183736922448945]];117.62589882407292;False;2
164;[['Invalides', 'Bastille', 'Métro 8', '11:30'], ['Saint-Lazare', 'Gambetta', 'Métro 3', '22:00']];Navigo Semaine;2024-11-25;;['Musique', 'Voyages'];[[48.87250634187989, 2.375169315517656], [48.83626039807141, 2.287241172197023]];94.46489940637889;False;4
165;[['Gambetta', 'Pont de Levallois', 'Métro 3', '14:00'], ['Marne-la-Vallée', 'La Défense', 'RER A', '18:30']];Navigo Mois;2024-12-01;;['Musique', 'Voyages'];[[48.881732037683456, 2.3327070576258953], [48.86418429776201, 2.3337165126059842]];31.09365475410575;False;1
166;[['Trocadéro', 'Hôtel de Ville', 'Bus 72', '8:30'], ['Saint-Lazare', 'République', 'Métro 3', '21:30']];Ticket t+;;0.0;['Lecture', 'Cinéma'];[[48.81053803770294, 2.3790452258446853], [48.89497212261747, 2.3727345642936943]];81.32807318782494;False;1
167;[['Trocadéro', 'Parc de Saint-Cloud', 'Bus 72', '9:30'], ['Bastille', 'Nation', 'Métro 1', '20:30']];Ticket t+;;0.0;['Randonnée et nature', 'Jeux vidéo'];[[48.87547355673455, 2.351373000778598], [48.85165341286641, 2.3864835057525102]];52.386707663059326;False;2
